matchid,date,surface,player1_name,player2_name,target,elo_diff,surface_elo_diff,fatigue_diff,odds_diff,h2h_wins_diff,win_pct_3m_diff,dominance_roll_diff,recent_matches_30d_diff,days_since_last_diff,tournament_strength,ace_pct_diff,df_pct_diff,first_serve_pct_diff,first_serve_win_pct_diff,second_serve_win_pct_diff,bp_saved_pct_diff,avgw,avgl,implied_prob_w,implied_prob_l,model_prob_p1,model_prob_p2,implied_prob_p1,implied_prob_p2,prob_diff_p1,prob_diff_p2
22640,2024-02-14,Hard,Emil Ruusuvuori,Ugo Humbert,1,-27.78,-46.74,-25.14,0.5,4,-11.11,-8.81,-3,3,3,-6.04,1.58,-14.95,1.9,-1.33,10.0,1.75,1.25,0.5714285714285714,0.8,0.23884046,0.76115954,0.5714285714285714,0.8,-0.3325881106512887,-0.03884046077728276
22646,2024-02-14,Hard,David Goffin,Alex De Minaur,0,-4.15,-113.55,28.34,3.46,-2,-46.67,-3.65,-2,1,3,-6.77,6.25,0.52,-17.68,-19.37,-25.97,3.23,-0.22999999999999998,0.30959752321981426,-4.347826086956522,0.0013458604,0.9986541,-4.347826086956522,0.30959752321981426,4.349171947379111,0.6890566039011574
22643,2024-02-14,Hard,Roman Safiullin,Holger Rune,0,-236.44,-228.02,-18.36,0.23,-1,-3.64,0.88,-4,18,3,3.7,-2.47,-6.17,7.46,-20.48,-5.0,1.615,1.385,0.6191950464396285,0.7220216606498195,0.106750056,0.8932499,0.7220216606498195,0.6191950464396285,-0.6152716045022442,0.2740548825116349
22616,2024-02-14,Hard,Adrian Mannarino,Marcos Giron,0,15.6,27.31,-64.62,0.47,-2,8.93,-4.38,-1,3,2,-4.32,0.88,4.63,-14.33,-35.75,-35.71,1.7349999999999999,1.2650000000000001,0.5763688760806917,0.7905138339920947,0.0009255732,0.9990744,0.7905138339920947,0.5763688760806917,-0.7895882608209783,0.4227055233905913
22593,2024-02-15,Clay,Carlos Alcaraz,Camilo Ugo Carabelli,1,392.76,200.99,-27.96,-7.14,0,-28.57,12.01,4,20,2,1.64,1.62,5.03,21.43,-12.24,-5.56,5.07,-2.07,0.1972386587771203,-0.48309178743961356,0.9855935,0.014406502,0.1972386587771203,-0.48309178743961356,0.788354838976023,0.49749828968647025
22619,2024-02-15,Hard,Tommy Paul,Alex Michelsen,1,18.78,-10.6,15.26,-1.83,0,27.78,-4.26,1,3,2,11.79,-0.34,-2.95,10.68,-0.2,6.82,2.415,0.585,0.41407867494824013,1.7094017094017095,0.91619456,0.08380544,0.41407867494824013,1.7094017094017095,0.5021158831953756,-1.6255962675453253
22651,2024-02-15,Hard,Gael Monfils,Jannik Sinner,0,-215.2,-142.57,2.54,6.81,-3,-50.0,0.76,-4,0,3,3.33,2.22,-9.31,-5.3,-19.37,60.0,4.904999999999999,-1.9049999999999998,0.20387359836901123,-0.5249343832020998,0.014474499,0.9855255,-0.5249343832020998,0.20387359836901123,0.5394088822414518,0.7816518904844434
22649,2024-02-15,Hard,Alexander Shevchenko,Holger Rune,1,-105.93,-63.07,9.77,1.94,-1,-18.18,-7.77,0,1,3,-5.93,1.25,6.55,-3.87,-22.22,33.33,2.4699999999999998,0.53,0.40485829959514175,1.8867924528301885,0.0402917,0.9597083,0.40485829959514175,1.8867924528301885,-0.36456659908297095,-0.9270841794193914
22591,2024-02-15,Clay,Andrea Vavassori,Laslo Djere,1,-46.5,-59.61,2.77,0.59,0,66.67,1.79,-1,-1,2,-2.14,-3.69,14.64,6.07,21.11,60.0,1.795,1.205,0.5571030640668524,0.8298755186721991,0.9976962,0.0023037791,0.5571030640668524,0.8298755186721991,0.440593156807934,-0.8275717395469855
22648,2024-02-15,Hard,Grigor Dimitrov,Marton Fucsovics,1,208.37,167.15,60.43,-2.35,0,51.29,7.75,6,-1,3,5.08,3.39,6.78,7.47,20.0,50.0,2.675,0.32499999999999996,0.3738317757009346,3.0769230769230775,0.99842983,0.0015701652,0.3738317757009346,3.0769230769230775,0.6245980591417473,-3.0753529117657594
22592,2024-02-15,Clay,Cameron Norrie,Federico Coria,0,225.04,154.17,-89.15,-1.19,1,0.0,13.82,-1,22,2,-3.02,2.56,-19.89,4.3,-2.81,-22.22,2.0949999999999998,0.905,0.4773269689737471,1.1049723756906078,0.06092423,0.93907577,1.1049723756906078,0.4773269689737471,-1.044048147409825,0.4617487990201799
22650,2024-02-15,Hard,Tallon Griekspoor,Hubert Hurkacz,1,-186.35,-236.48,-29.29,1.41,-1,-2.78,0.61,-4,1,3,-6.68,2.39,10.25,-4.28,-11.88,25.0,2.205,0.795,0.4535147392290249,1.2578616352201257,0.21590237,0.7840976,0.4535147392290249,1.2578616352201257,-0.2376123660343304,-0.47376402331598144
22652,2024-02-15,Hard,Emil Ruusuvuori,Jan Lennard Struff,1,37.48,49.11,21.86,-0.94,0,10.0,-8.22,2,-1,3,-11.9,1.19,-2.08,3.32,27.73,30.0,1.97,1.03,0.5076142131979695,0.970873786407767,0.99231416,0.00768584,0.5076142131979695,0.970873786407767,0.4846999466721782,-0.9631879462779147
22618,2024-02-15,Hard,Jordan Thompson,Nicolas Moreno De Alboran,1,-138.04,-100.91,26.73,-3.07,0,16.67,-11.52,3,0,2,5.26,-4.55,-5.89,23.36,12.5,40.0,3.035,-0.03499999999999992,0.32948929159802304,-28.571428571428637,0.9990403,0.0009596944,0.32948929159802304,-28.571428571428637,0.6695510140164485,28.572388265814165
22617,2024-02-15,Hard,Taylor Fritz,Nuno Borges,1,221.09,99.02,-17.53,-3.18,0,17.5,-1.4,0,20,2,16.12,0.06,-8.76,10.58,12.0,-10.0,3.09,-0.09000000000000008,0.3236245954692557,-11.111111111111102,0.9737679,0.026232123,0.3236245954692557,-11.111111111111102,0.6501432811558053,11.13734323448604
22594,2024-02-15,Clay,Luciano Darderi,Sebastian Baez,0,-0.44,-71.24,19.53,0.79,0,44.44,0.51,0,1,2,5.26,-3.93,-11.95,-8.89,-12.06,16.67,1.895,1.105,0.5277044854881267,0.9049773755656109,0.0061323266,0.9938677,0.9049773755656109,0.5277044854881267,-0.8988450490111038,0.46616320984344684
22623,2024-02-16,Hard,Flavio Cobolli,Frances Tiafoe,0,-83.21,-1.61,13.31,1.7,0,25.0,-14.72,4,-5,2,2.78,2.71,1.2,-15.21,-41.79,-3.03,2.35,0.65,0.425531914893617,1.5384615384615383,0.0010872434,0.99891275,1.5384615384615383,0.425531914893617,-1.537374295025634,0.5733808367810351
22653,2024-02-16,Hard,Alexander Shevchenko,Grigor Dimitrov,0,-133.53,-113.24,-30.44,3.67,0,-27.38,-7.21,-1,0,3,5.7,-1.33,-7.93,-4.14,0.76,66.67,3.335,-0.33499999999999996,0.29985007496251875,-2.985074626865672,0.25010717,0.74989283,-2.985074626865672,0.29985007496251875,3.235181796016978,0.4500427558861751
22655,2024-02-16,Hard,Emil Ruusuvuori,Tallon Griekspoor,0,42.18,135.23,0.79,-0.04,-2,-7.27,-14.29,1,0,3,-13.86,-6.9,8.04,-7.0,2.69,-20.0,1.52,1.48,0.6578947368421053,0.6756756756756757,0.31715813,0.6828419,0.6756756756756757,0.6578947368421053,-0.3585175428841565,0.024947160168697913
22656,2024-02-16,Hard,Milos Raonic,Jannik Sinner,0,-208.91,-250.69,-15.33,5.64,0,-24.24,19.23,-6,1,3,22.28,0.0,5.2,-1.94,12.82,-75.0,4.32,-1.3199999999999998,0.23148148148148145,-0.7575757575757577,0.4811507,0.5188493,-0.7575757575757577,0.23148148148148145,1.238726444316633,0.2873678317776433
22597,2024-02-16,Clay,Andrea Vavassori,Carlos Alcaraz,0,-413.87,-162.33,12.33,9.27,0,28.57,6.55,-3,0,2,1.63,0.09,-12.02,-3.64,-23.81,-25.0,6.135,-3.135,0.16299918500407498,-0.3189792663476874,0.007908433,0.9920916,-0.3189792663476874,0.16299918500407498,0.32688769909213083,0.8290924111224814
22598,2024-02-16,Clay,Tomas Martin Etcheverry,Nicolas Jarry,0,-39.48,98.76,22.85,-0.43,0,5.56,-9.55,5,0,2,-6.67,-1.33,8.0,-0.89,-5.39,-12.86,1.715,1.285,0.5830903790087463,0.7782101167315175,0.17461832,0.8253817,0.7782101167315175,0.5830903790087463,-0.603591798054569,0.24229131721546637
22624,2024-02-16,Hard,Patrick Kypson,Marcos Giron,0,-389.23,-430.93,-59.96,2.38,0,0.0,-8.69,-5,0,2,-0.18,3.45,-1.06,-4.76,-51.92,60.0,2.69,0.31000000000000005,0.3717472118959108,3.2258064516129026,0.0112553965,0.9887446,3.2258064516129026,0.3717472118959108,-3.2145510550828704,0.616997404612573
22595,2024-02-16,Clay,Facundo Diaz Acosta,Dusan Lajovic,1,-89.55,-214.25,36.03,0.2,0,-2.86,-8.58,3,0,2,7.69,1.96,3.19,12.14,24.31,41.67,1.6,1.4,0.625,0.7142857142857143,0.9985154,0.0014845729,0.625,0.7142857142857143,0.37351542711257935,-0.7128011413982936
22596,2024-02-16,Clay,Federico Coria,Sebastian Baez,1,-110.76,-131.17,31.31,2.13,0,11.43,-7.46,-1,0,2,3.6,-1.75,-0.47,23.11,6.67,15.56,2.565,0.43500000000000005,0.38986354775828463,2.2988505747126435,0.99823534,0.0017646551,0.38986354775828463,2.2988505747126435,0.6083717971284952,-2.2970859195994233
22621,2024-02-16,Hard,Frances Tiafoe,Radu Albot,1,169.65,106.9,-16.67,-2.33,0,7.14,10.69,2,-3,2,6.17,0.0,-9.88,15.85,-6.35,17.14,2.665,0.33499999999999996,0.37523452157598497,2.985074626865672,0.9529659,0.047034085,0.37523452157598497,2.985074626865672,0.5777313936271096,-2.9380405420687663
22622,2024-02-16,Hard,Jordan Thompson,Tommy Paul,0,-160.96,-93.18,-24.13,0.74,1,-10.77,3.45,-1,0,2,3.07,1.21,-2.67,-22.14,-1.61,0.0,1.87,1.13,0.53475935828877,0.8849557522123894,0.0030437517,0.9969562,0.8849557522123894,0.53475935828877,-0.8819120005144021,0.46219687092112993
22654,2024-02-16,Hard,Alex De Minaur,Andrey Rublev,1,-166.22,-56.97,-14.8,0.45,-1,-7.58,-4.87,-1,0,3,2.47,-0.13,-15.0,5.36,1.85,16.67,1.725,1.275,0.5797101449275363,0.7843137254901962,0.72718,0.27282,0.5797101449275363,0.7843137254901962,0.1474698591923368,-0.5114937296100692
22600,2024-02-17,Clay,Carlos Alcaraz,Nicolas Jarry,0,328.24,238.66,-15.35,-4.16,2,25.71,-16.31,4,0,2,-9.09,0.68,-3.26,-1.08,6.55,-25.0,3.58,-0.5800000000000001,0.27932960893854747,-1.7241379310344827,0.36833072,0.6316693,-1.7241379310344827,0.27932960893854747,2.0924686481212746,0.35233967397466054
22599,2024-02-17,Clay,Facundo Diaz Acosta,Federico Coria,1,-67.21,-119.22,-37.12,-0.11,1,-12.5,6.59,-1,0,2,3.59,-0.11,3.7,17.8,20.96,16.36,1.555,1.445,0.6430868167202572,0.6920415224913494,0.9984981,0.0015019178,0.6430868167202572,0.6920415224913494,0.35541126544069246,-0.6905396046522991
22626,2024-02-17,Hard,Frances Tiafoe,Tommy Paul,0,-20.51,19.7,-45.29,0.8,-1,-19.32,5.36,-4,0,2,-17.01,-2.38,-12.59,-23.98,-25.36,0.0,1.9,1.1,0.5263157894736842,0.9090909090909091,0.0004865301,0.99951345,0.9090909090909091,0.5263157894736842,-0.9086043789892838,0.4731976578110143
22657,2024-02-17,Hard,Alex De Minaur,Grigor Dimitrov,1,-78.21,-33.86,-47.56,-0.28,0,-0.96,-6.89,-4,0,3,1.52,-4.0,-17.27,-0.71,19.87,100.0,1.6400000000000001,1.3599999999999999,0.6097560975609756,0.7352941176470589,0.9752064,0.024793625,0.6097560975609756,0.7352941176470589,0.3654502775610947,-0.7105004927691292
22625,2024-02-17,Hard,Taylor Fritz,Rinky Hijikata,1,154.62,148.42,-37.79,-4.37,0,27.77,7.61,0,-1,2,10.11,0.11,15.28,14.48,20.83,-40.0,3.685,-0.685,0.27137042062415195,-1.4598540145985401,0.99711645,0.0028835535,0.27137042062415195,-1.4598540145985401,0.7257460258709042,1.462737568103484
22658,2024-02-17,Hard,Jannik Sinner,Tallon Griekspoor,1,341.94,319.94,-28.24,-4.86,1,7.58,-12.27,3,0,3,5.9,-2.5,3.21,8.67,10.56,75.0,3.93,-0.9300000000000002,0.2544529262086514,-1.0752688172043008,0.9971795,0.0028204918,0.2544529262086514,-1.0752688172043008,0.7427265820005771,1.0780893089950723
22601,2024-02-18,Clay,Facundo Diaz Acosta,Nicolas Jarry,1,-167.95,-62.06,10.09,1.31,0,0.0,-20.55,4,0,2,1.01,1.01,5.77,2.81,14.05,40.0,2.1550000000000002,0.845,0.4640371229698375,1.183431952662722,0.9798645,0.020135522,0.4640371229698375,1.183431952662722,0.5158273551414296,-1.163296430773989
22941,2024-03-20,Hard,Martin Damm,Zhizhen Zhang,1,367.27,411.83,-24.31,2.16,0,-45.45,-62.92,-5,-11,4,11.12,-0.98,-12.17,7.75,4.55,6.67,2.58,0.41999999999999993,0.38759689922480617,2.3809523809523814,0.8902734,0.10972661,0.38759689922480617,2.3809523809523814,0.5026764929756637,-2.2712257731528513
22627,2024-02-18,Hard,Marcos Giron,Taylor Fritz,0,-180.57,-126.55,55.03,1.63,-2,-15.71,-3.16,3,1,2,-15.08,3.65,-0.93,-12.88,-2.11,73.33,2.315,0.685,0.4319654427645788,1.4598540145985401,0.06474389,0.9352561,1.4598540145985401,0.4319654427645788,-1.3951101232401646,0.5032906807782068
22659,2024-02-18,Hard,Jannik Sinner,Alex De Minaur,1,197.3,94.51,-11.01,-2.77,4,12.5,2.77,3,0,3,-8.58,-2.82,-6.61,14.73,-14.68,16.67,2.885,0.11499999999999999,0.3466204506065858,8.695652173913045,0.9071795,0.092820525,0.3466204506065858,8.695652173913045,0.5605590242240417,-8.602831648743672
22662,2024-02-19,Hard,Roberto Bautista Agut,Marton Fucsovics,0,141.56,73.24,-12.19,0.34,2,17.86,2.2,0,8,2,-4.0,3.92,6.82,-12.56,-29.17,-25.0,1.67,1.33,0.5988023952095809,0.7518796992481203,0.00097618386,0.9990238,0.7518796992481203,0.5988023952095809,-0.7509035153889545,0.40022139991828776
22660,2024-02-19,Hard,Pavel Kotov,Lorenzo Sonego,1,-55.28,16.74,-12.33,0.52,1,20.0,-6.04,-1,28,2,-2.24,3.89,1.39,18.18,-9.77,25.71,1.76,1.24,0.5681818181818182,0.8064516129032259,0.99337244,0.0066275597,0.5681818181818182,0.8064516129032259,0.42519062215631653,-0.7998240532413606
22628,2024-02-19,Hard,Taylor Fritz,Tommy Paul,1,77.71,96.85,-36.59,-0.65,0,4.17,6.36,-3,-1,2,1.1,-4.84,9.05,10.55,9.44,60.0,1.825,1.175,0.547945205479452,0.851063829787234,0.9972771,0.002722919,0.547945205479452,0.851063829787234,0.4493318755332738,-0.8483409107999599
22716,2024-02-19,Clay,Francisco Cerundolo,Francisco Comesana,1,-123.43,-112.91,12.7,-0.53,0,16.67,-9.44,1,-7,3,-5.08,-1.96,10.05,-6.53,30.37,21.43,1.7650000000000001,1.2349999999999999,0.56657223796034,0.8097165991902835,0.98515886,0.014841139,0.56657223796034,0.8097165991902835,0.4185866227231012,-0.7948754598737247
22664,2024-02-19,Hard,Alexei Popyrin,Abedallah Shelbayh,1,-136.12,-126.09,0.0,-1.24,0,50.0,23.14,0,-70,2,9.22,2.85,-6.83,7.43,4.71,-6.67,2.12,0.88,0.4716981132075471,1.1363636363636365,0.90191317,0.098086834,0.4716981132075471,1.1363636363636365,0.43021505283859546,-1.038276802409779
22663,2024-02-19,Hard,Vit Kopriva,Fabian Marozsan,0,-179.64,-181.52,-10.98,1.12,0,-42.86,-24.82,-1,29,2,-1.52,-0.04,-14.01,-4.23,-8.62,24.44,2.06,0.94,0.4854368932038835,1.0638297872340425,0.06453858,0.9354614,1.0638297872340425,0.4854368932038835,-0.9992912040745958,0.4500245087355086
22688,2024-02-19,Hard,Constant Lestienne,Alex Michelsen,0,-416.9,-407.79,-20.37,1.74,0,-11.11,-15.86,0,1,2,-2.9,7.02,0.56,-3.93,-10.71,1.14,2.37,0.63,0.42194092827004215,1.5873015873015872,0.04502125,0.95497876,1.5873015873015872,0.42194092827004215,-1.5422803364575854,0.5330378357871173
22715,2024-02-19,Clay,Gustavo Heide,Tomas Barrios Vera,0,270.3,263.88,-7.1,0.36,0,0.0,-58.96,-1,-13,3,-3.07,-1.48,-7.75,-6.47,-7.09,-25.0,1.68,1.32,0.5952380952380952,0.7575757575757576,0.012927231,0.98707277,0.7575757575757576,0.5952380952380952,-0.7446485261969042,0.3918346705890837
22717,2024-02-19,Clay,Hugo Dellien,Cameron Norrie,0,-265.81,-215.54,-1.31,1.96,-1,-7.14,-8.04,-1,6,3,-3.84,-1.96,11.22,-22.76,-10.0,-42.86,2.48,0.52,0.40322580645161293,1.923076923076923,0.001464538,0.99853545,1.923076923076923,0.40322580645161293,-1.921612385033558,0.5953096478216109
22687,2024-02-19,Hard,Daniel Evans,Roman Safiullin,1,101.4,114.15,-3.78,1.37,-1,-25.0,-6.18,0,1,2,0.16,-1.28,-10.36,15.22,19.57,29.17,2.185,0.815,0.45766590389016015,1.2269938650306749,0.99852234,0.0014776587,0.45766590389016015,1.2269938650306749,0.5408564373612131,-1.2255162062820482
22714,2024-02-19,Clay,Albert Ramos,Juan Pablo Varillas,1,-54.59,64.47,-12.12,0.56,4,33.33,2.44,0,6,3,-5.87,-2.34,9.01,-7.99,5.03,-4.55,1.78,1.22,0.5617977528089888,0.819672131147541,0.24886198,0.75113803,0.5617977528089888,0.819672131147541,-0.31293576939052414,-0.06853409966484447
22661,2024-02-19,Hard,Lorenzo Musetti,Zhizhen Zhang,0,318.95,338.96,-3.52,-0.53,0,-5.56,-8.87,-1,1,2,-17.95,-0.48,-16.51,-35.29,-7.6,-41.67,1.7650000000000001,1.2349999999999999,0.56657223796034,0.8097165991902835,0.00094985537,0.99905014,0.8097165991902835,0.56657223796034,-0.8087667438203021,0.4324779024205194
22723,2024-02-20,Clay,Pedro Cachin,Felipe Meligeni Alves,0,-130.03,-117.93,13.52,0.62,0,0.0,-0.07,2,-164,3,-5.83,2.99,4.47,-12.43,-8.6,-41.27,1.81,1.19,0.5524861878453039,0.8403361344537815,0.0042761476,0.99572384,0.8403361344537815,0.5524861878453039,-0.8360599868758699,0.44323765572922
22718,2024-02-20,Clay,Alejandro Tabilo,Thiago Seyboth Wild,0,251.26,241.97,10.16,-0.48,0,75.0,-7.7,0,-1,3,5.46,-0.46,4.0,8.61,-7.67,-71.43,1.74,1.26,0.5747126436781609,0.7936507936507936,0.55616164,0.44383836,0.7936507936507936,0.5747126436781609,-0.23748915157620865,-0.13087428575274584
22666,2024-02-20,Hard,Jakub Mensik,Alejandro Davidovich Fokina,1,53.48,58.72,-34.26,1.12,0,0.0,18.7,-4,26,2,4.5,3.03,-9.56,5.98,14.26,10.0,2.06,0.94,0.4854368932038835,1.0638297872340425,0.96038693,0.039613068,0.4854368932038835,1.0638297872340425,0.4749500386923262,-1.0242167191302523
22689,2024-02-20,Hard,Max Purcell,Matteo Arnaldi,1,-177.17,-184.42,-7.57,0.84,0,-18.06,-0.89,1,1,2,-2.36,2.85,-4.33,4.77,-3.66,5.56,1.92,1.08,0.5208333333333334,0.9259259259259258,0.5896167,0.41038328,0.5208333333333334,0.9259259259259258,0.06878338257471717,-0.5155426418339764
22721,2024-02-20,Clay,Daniel Elahi Galan,Dusan Lajovic,0,-111.85,-286.57,-9.04,0.82,0,-10.0,-2.38,0,2,3,0.04,2.92,-14.9,2.49,-2.94,23.64,1.91,1.09,0.5235602094240838,0.9174311926605504,0.31780937,0.68219066,0.9174311926605504,0.5235602094240838,-0.5996218195202153,0.15863044723790354
22668,2024-02-20,Hard,Richard Gasquet,Alexander Shevchenko,1,-0.57,-19.92,-47.08,1.36,0,-53.85,2.67,-6,11,2,-1.11,-2.79,-1.38,9.48,10.15,28.57,2.18,0.82,0.4587155963302752,1.2195121951219512,0.99316216,0.006837845,0.4587155963302752,1.2195121951219512,0.534446558821092,-1.2126743502733184
22719,2024-02-20,Clay,Bernabe Zapata Miralles,Laslo Djere,0,-100.19,-118.3,1.16,1.25,0,-8.33,-16.27,2,1,3,-5.45,2.53,5.22,-29.09,-12.5,-27.35,2.125,0.875,0.47058823529411764,1.1428571428571428,0.00077078224,0.9992292,1.1428571428571428,0.47058823529411764,-1.1420863606202016,0.528640957439647
22665,2024-02-20,Hard,Giulio Zeppieri,Emil Ruusuvuori,0,-93.86,-127.42,-45.55,1.73,0,-33.34,9.05,-4,10,2,4.05,-5.01,-3.88,-2.08,-7.26,-37.5,2.365,0.635,0.4228329809725158,1.574803149606299,0.026132558,0.9738674,1.574803149606299,0.4228329809725158,-1.548670592065167,0.5510344354093202
22692,2024-02-20,Hard,Dominik Koepfer,Nuno Borges,0,-65.57,-186.41,-4.09,-0.19,-1,-5.56,-10.5,0,6,2,-2.97,8.26,-3.91,-3.34,-20.45,0.0,1.595,1.405,0.6269592476489029,0.7117437722419929,0.022322683,0.97767735,0.7117437722419929,0.6269592476489029,-0.6894210895781946,0.35071809762697603
22669,2024-02-20,Hard,Hugo Grenier,Maximilian Marterer,1,79.77,78.86,7.06,0.14,0,33.33,-9.43,-1,-1,2,4.37,7.18,1.59,20.0,-9.58,8.33,1.57,1.43,0.6369426751592356,0.6993006993006994,0.9898274,0.0101726055,0.6369426751592356,0.6993006993006994,0.352884719326238,-0.689128093786173
22671,2024-02-20,Hard,Botic Van De Zandschulp,Gael Monfils,0,-54.74,-48.93,-15.85,0.51,0,0.0,-2.39,-2,1,2,-0.95,1.12,1.52,-8.15,4.23,-25.0,1.755,1.245,0.5698005698005698,0.8032128514056224,0.04232473,0.9576753,0.8032128514056224,0.5698005698005698,-0.7608881221418399,0.3878747083862283
22691,2024-02-20,Hard,Jack Draper,Thanasi Kokkinakis,0,160.54,170.98,-8.79,-2.4,0,51.43,-9.78,-1,27,2,-7.65,3.21,-6.65,5.66,-10.87,6.94,2.7,0.30000000000000004,0.37037037037037035,3.333333333333333,0.4825262,0.5174738,3.333333333333333,0.37037037037037035,-2.8508071204026537,0.14710344650127272
22720,2024-02-20,Clay,Sebastian Ofner,Jaume Munar,0,-86.28,-168.3,5.98,0.37,0,-5.56,7.96,-2,-4,3,-0.17,1.95,-23.53,-25.0,-15.02,-30.56,1.685,1.315,0.5934718100890207,0.7604562737642586,0.0006336286,0.99936634,0.7604562737642586,0.5934718100890207,-0.75982264519099,0.4058945329323721
22694,2024-02-20,Hard,Jordan Thompson,Ernesto Escobedo,1,234.44,248.58,57.49,-4.49,0,64.29,-4.87,6,-198,2,13.91,-5.88,10.86,19.58,18.52,13.33,3.745,-0.7450000000000001,0.26702269692923897,-1.3422818791946307,0.9995443,0.0004556775,0.26702269692923897,-1.3422818791946307,0.7325216255614532,1.3427375567039386
22690,2024-02-20,Hard,Brandon Holt,Aleksandar Kovacevic,0,-67.15,-76.9,-15.72,0.53,0,-25.0,-4.84,-2,341,2,-6.45,-2.08,1.65,-18.24,-41.23,-60.0,1.7650000000000001,1.2349999999999999,0.56657223796034,0.8097165991902835,0.00058873865,0.9994113,0.8097165991902835,0.56657223796034,-0.8091278605397343,0.4328390469632135
22670,2024-02-20,Hard,Andy Murray,Alexandre Muller,1,508.47,234.0,5.59,-0.06,1,-50.0,6.57,0,-6,2,-1.64,-1.47,-2.57,6.67,12.86,35.0,1.53,1.47,0.6535947712418301,0.6802721088435374,0.99310076,0.0068992376,0.6535947712418301,0.6802721088435374,0.33950599112541846,-0.6733728712107859
22693,2024-02-20,Hard,Miomir Kecmanovic,Rinky Hijikata,0,-2.97,-8.9,-45.82,-1.48,0,5.56,0.71,-3,4,2,-1.97,0.26,4.1,-3.13,-16.45,20.51,2.24,0.76,0.4464285714285714,1.3157894736842106,0.103091694,0.8969083,1.3157894736842106,0.4464285714285714,-1.212697779269595,0.4504797118050712
22667,2024-02-20,Hard,Jan Lennard Struff,Christopher Oconnell,0,144.45,174.94,24.23,-0.79,-1,0.0,-2.13,2,-29,2,0.04,-3.95,5.33,-3.1,-8.71,-16.67,1.895,1.105,0.5277044854881267,0.9049773755656109,0.06356281,0.9364372,0.9049773755656109,0.5277044854881267,-0.8414145651446209,0.40873270409088336
22722,2024-02-20,Clay,Sebastian Baez,Corentin Moutet,1,54.75,97.14,61.07,-2.25,1,54.55,-0.9,6,-135,3,-0.05,4.57,7.18,11.9,5.32,4.44,2.625,0.375,0.38095238095238093,2.6666666666666665,0.99042106,0.009578943,0.38095238095238093,2.6666666666666665,0.6094686757950556,-2.657087723414103
22724,2024-02-20,Clay,Facundo Diaz Acosta,Stan Wawrinka,1,-252.63,-121.61,61.77,0.48,0,36.67,-15.57,6,-4,3,-1.48,-4.38,13.15,-5.05,9.58,22.22,1.74,1.26,0.5747126436781609,0.7936507936507936,0.93836755,0.061632454,0.5747126436781609,0.7936507936507936,0.3636549019265449,-0.7320183392554994
22726,2024-02-21,Clay,Yannick Hanfmann,Nicolas Jarry,1,-58.03,63.63,-48.0,1.11,-1,-19.64,-10.83,0,5,3,-4.98,-0.22,7.58,-7.27,19.25,23.81,2.055,0.945,0.48661800486618,1.0582010582010584,0.9602585,0.039741516,0.48661800486618,1.0582010582010584,0.47364047902053874,-1.0184595420877771
22676,2024-02-21,Hard,Alexei Popyrin,Hugo Grenier,1,9.97,23.4,-1.16,-1.34,0,10.0,11.36,-1,1,2,5.54,-0.22,-0.11,10.01,5.56,55.0,2.17,0.83,0.4608294930875576,1.2048192771084338,0.9946582,0.005341828,0.4608294930875576,1.2048192771084338,0.5338286790430271,-1.1994774492390186
22728,2024-02-21,Clay,Mariano Navone,Federico Coria,1,171.5,115.79,-70.4,-0.51,0,-66.67,-4.49,-6,4,3,0.0,0.0,7.95,3.09,-2.78,-9.52,1.755,1.245,0.5698005698005698,0.8032128514056224,0.52928185,0.47071815,0.5698005698005698,0.8032128514056224,-0.04051871517105321,-0.332494706035139
22729,2024-02-21,Clay,Arthur Fils,Joao Fonseca,0,79.59,92.9,9.0,-2.85,0,60.0,45.59,1,-358,3,1.06,3.17,19.31,-12.44,-32.71,55.56,2.925,0.07499999999999996,0.3418803418803419,13.333333333333341,0.004321839,0.9956782,13.333333333333341,0.3418803418803419,-13.329011494138596,0.6537978445362841
22696,2024-02-21,Hard,Diego Schwartzman,Emilio Nava,0,231.61,232.46,4.43,0.16,0,0.0,-20.12,0,0,2,-7.69,-3.61,27.28,-19.68,4.84,-13.33,1.58,1.42,0.6329113924050632,0.7042253521126761,0.038089808,0.9619102,0.7042253521126761,0.6329113924050632,-0.666135544036056,0.3289987957930264
22678,2024-02-21,Hard,Richard Gasquet,Andrey Rublev,0,-212.13,-146.28,-21.87,5.77,-1,-63.33,-1.6,-1,-4,2,-6.74,-4.17,6.0,-15.32,-30.59,50.0,4.385,-1.3849999999999998,0.22805017103762829,-0.7220216606498197,0.002149756,0.99785024,-0.7220216606498197,0.22805017103762829,0.7241714167163208,0.7698000682392577
22699,2024-02-21,Hard,Aleksandar Kovacevic,Rinky Hijikata,1,26.93,42.01,-46.49,0.07,0,-14.55,9.95,-3,0,2,10.0,-2.22,2.22,17.37,-7.88,-19.64,1.535,1.465,0.6514657980456027,0.68259385665529,0.9261867,0.07381332,0.6514657980456027,0.68259385665529,0.27472088274815953,-0.6087805374490523
22677,2024-02-21,Hard,Pavel Kotov,Ugo Humbert,0,-27.58,-91.01,-15.74,2.1,-1,-3.33,-4.9,-4,-5,2,-6.01,-0.35,-11.0,-26.73,-11.34,-37.5,2.55,0.44999999999999996,0.3921568627450981,2.2222222222222223,0.0006252972,0.9993747,2.2222222222222223,0.3921568627450981,-2.2215969250278755,0.6072178249265633
