event_id,event_name,date,time_utc,runnerid1,runnername1,runnerid2,runnername2,runner,runner_id,is_runner1,opening_odds,odds_25pct,odds_50pct,odds_75pct,closing_odds,num_updates,record_id
29755502,Egor Shutov v Nikita Sadilin,2020-03-20,5:00:00,28228363,Egor Shutov,19063961,Nikita Sadilin,Nikita Sadilin,19063961,FALSE,1.73,1.74,1.74,1.74,1.84,8,2020_1
29755502,Egor Shutov v Nikita Sadilin,2020-03-20,5:00:00,28228363,Egor Shutov,19063961,Nikita Sadilin,Egor Shutov,28228363,TRUE,2.38,2,2,1.92,2.2,5,2020_2
29755503,Sergey Proshin v Aleksandr Smirnov,2020-03-20,10:00:00,28208334,Aleksandr Smirnov,28208333,Sergey Proshin,Sergey Proshin,28208333,FALSE,1.29,1.45,1.45,1.33,1.3,12,2020_3
29755503,Sergey Proshin v Aleksandr Smirnov,2020-03-20,10:00:00,28208334,Aleksandr Smirnov,28208333,Sergey Proshin,Aleksandr Smirnov,28208334,TRUE,3.25,4.5,4.5,4.5,4.4,9,2020_4
29755829,Nikita Kuznetsov v Roman Ashikhmin,2020-03-20,13:00:00,28219875,Nikita Kuznetsov,28231258,Roman Ashikhmin,Nikita Kuznetsov,28219875,TRUE,1.53,1.74,1.74,1.95,1.61,8,2020_5
29755829,Nikita Kuznetsov v Roman Ashikhmin,2020-03-20,13:00:00,28219875,Nikita Kuznetsov,28231258,Roman Ashikhmin,Roman Ashikhmin,28231258,FALSE,2.06,2.38,2.38,2.38,2.62,6,2020_6
29755828,Sergey Romanov v Yuri Zherekhov,2020-03-20,9:00:00,28218163,Sergey Romanov,28231257,Yuri Zherekhov,Yuri Zherekhov,28231257,FALSE,2.2,,,,2.2,0,2020_7
29755491,Ilgar Akchurin v Ilya Filichev,2020-03-20,4:00:00,10896491,Ilgar Akchurin,28228360,Ilya Filichev,Ilya Filichev,28228360,FALSE,1.36,1.49,1.36,1.42,1.36,11,2020_8
29755491,Ilgar Akchurin v Ilya Filichev,2020-03-20,4:00:00,10896491,Ilgar Akchurin,28228360,Ilya Filichev,Ilgar Akchurin,10896491,TRUE,3.05,3.4,3.4,3.4,3,7,2020_9
29755519,Oleg Migachev v Vitaly Bainev,2020-03-20,17:00:00,28220976,Oleg Migachev,28221224,Vitaly Bainev,Oleg Migachev,28220976,TRUE,3.75,1.9,1.8,1.9,1.9,9,2020_10
29755519,Oleg Migachev v Vitaly Bainev,2020-03-20,17:00:00,28220976,Oleg Migachev,28221224,Vitaly Bainev,Vitaly Bainev,28221224,FALSE,1.37,2.28,2.28,2.28,2.28,6,2020_11
29755545,Evgeniy Abramov v Vladimir Sukhoveev,2020-03-20,14:00:00,28209206,Evgeniy Abramov,28229593,Vladimir Sukhoveev,Evgeniy Abramov,28209206,TRUE,1.4,1.25,1.25,1.4,1.17,6,2020_12
29755545,Evgeniy Abramov v Vladimir Sukhoveev,2020-03-20,14:00:00,28209206,Evgeniy Abramov,28229593,Vladimir Sukhoveev,Vladimir Sukhoveev,28229593,FALSE,5,3.55,3.55,3.55,7,6,2020_13
29755520,Vladimir Tsirkin v Boris Boronin,2020-03-20,16:00:00,28216085,Boris Boronin,28216086,Vladimir Tsirkin,Boris Boronin,28216085,TRUE,1.17,1.5,1.15,1.15,1.33,9,2020_14
29755520,Vladimir Tsirkin v Boris Boronin,2020-03-20,16:00:00,28216085,Boris Boronin,28216086,Vladimir Tsirkin,Vladimir Tsirkin,28216086,FALSE,3,,,,3,0,2020_15
