event_id,event_name,date,time_utc,runnerid1,runnername1,runnerid2,runnername2,runner,runner_id,is_runner1,opening_odds,odds_25pct,odds_50pct,odds_75pct,closing_odds,num_updates,record_id
28641322,Mchale v Kanepi,2018-03-19,15:00:00,10904456,Christina McHale,2250864,Kaia Kanepi,Kaia Kanepi,2250864,FALSE,1.59,1.54,1.54,1.56,1.55,25,2018_1
28641322,Mchale v Kanepi,2018-03-19,15:00:00,10904456,Christina McHale,2250864,Kaia Kanepi,Christina McHale,10904456,TRUE,2.68,2.86,2.86,2.74,2.76,16,2018_2
28639809,Hoang v Tomic,2018-03-18,9:00:00,10885505,Antoine Hoang,3588868,Bernard Tomic,Antoine Hoang,10885505,TRUE,2.5,2.54,2.42,2.36,2.46,24,2018_3
28639809,Hoang v Tomic,2018-03-18,9:00:00,10885505,Antoine Hoang,3588868,Bernard Tomic,Bernard Tomic,3588868,FALSE,1.62,1.65,1.67,1.62,1.68,40,2018_4
28642768,Cepelova v Collins,2018-03-20,17:00:00,9626845,Danielle Collins,5303559,Jana Cepelova,Jana Cepelova,5303559,FALSE,2.3,2.4,2.42,2.34,2.4,14,2018_5
28642768,Cepelova v Collins,2018-03-20,17:00:00,9626845,Danielle Collins,5303559,Jana Cepelova,Danielle Collins,9626845,TRUE,1.74,1.69,1.69,1.71,1.7,29,2018_6
28640465,Nys/Puetz v Descloix/Moutet,2018-03-19,9:00:00,17726218,Descloix/Moutet,16594125,Nys/Puetz,Descloix/Moutet,17726218,TRUE,3.3,,,,3.3,0,2018_7
28640465,Nys/Puetz v Descloix/Moutet,2018-03-19,9:00:00,17726218,Descloix/Moutet,16594125,Nys/Puetz,Nys/Puetz,16594125,FALSE,1.44,1.31,1.31,1.31,1.31,1,2018_8
28641377,Tsurenko v Tomljanovic,2018-03-19,15:00:00,3740233,Ajla Tomljanovic,5300861,Lesia Tsurenko,Lesia Tsurenko,5300861,FALSE,2.82,1.51,1.51,1.53,1.53,45,2018_9
28641377,Tsurenko v Tomljanovic,2018-03-19,15:00:00,3740233,Ajla Tomljanovic,5300861,Lesia Tsurenko,Ajla Tomljanovic,3740233,TRUE,2.96,3.15,3.15,2.88,3,20,2018_10
28638864,Gunneswaran v Pellegrino,2018-03-18,2:00:00,8979352,Andrea Pellegrino,8256934,Prajnesh Gunneswaran,Prajnesh Gunneswaran,8256934,FALSE,1.51,1.5,1.49,1.5,1.5,19,2018_11
28638864,Gunneswaran v Pellegrino,2018-03-18,2:00:00,8979352,Andrea Pellegrino,8256934,Prajnesh Gunneswaran,Andrea Pellegrino,8979352,TRUE,2.92,3,3,3.05,3.25,8,2018_12
28641407,Cl Liu v Osuigwe,2018-03-19,15:00:00,9633041,Claire Liu,11313166,Whitney Osuigwe,Whitney Osuigwe,11313166,FALSE,2.56,2.36,2.5,2.44,2.56,13,2018_13
28641407,Cl Liu v Osuigwe,2018-03-19,15:00:00,9633041,Claire Liu,11313166,Whitney Osuigwe,Claire Liu,9633041,TRUE,1.64,1.73,1.66,1.68,1.62,29,2018_14
28639789,Leshem v Janvier,2018-03-18,9:00:00,9304278,Edan Leshem,8257852,Maxime Janvier,Edan Leshem,9304278,TRUE,3.9,3.85,3.85,3.85,3.9,28,2018_15
28639789,Leshem v Janvier,2018-03-18,9:00:00,9304278,Edan Leshem,8257852,Maxime Janvier,Maxime Janvier,8257852,FALSE,1.45,1.35,1.35,1.35,1.36,35,2018_16
28640313,Balaji v Li,2018-03-19,2:00:00,11204276,N.Sriram Balaji,5038271,Zhe Li,N.Sriram Balaji,11204276,TRUE,2.52,2.74,2.74,2.74,2.52,3,2018_17
28640313,Balaji v Li,2018-03-19,2:00:00,11204276,N.Sriram Balaji,5038271,Zhe Li,Zhe Li,5038271,FALSE,1.51,1.56,1.56,1.55,1.58,11,2018_18
28640978,Cepelova v Tomova,2018-03-19,15:00:00,5303559,Jana Cepelova,4597116,Viktoriya Tomova,Viktoriya Tomova,4597116,FALSE,3.55,3.6,3.5,4.1,3.9,16,2018_19
28640978,Cepelova v Tomova,2018-03-19,15:00:00,5303559,Jana Cepelova,4597116,Viktoriya Tomova,Jana Cepelova,5303559,TRUE,1.39,1.32,1.31,1.33,1.33,45,2018_20
28642299,Bemelmans v De Minaur,2018-03-20,15:00:00,10109527,Alex De Minaur,2831873,Ruben Bemelmans,Alex De Minaur,10109527,TRUE,1.58,1.66,1.69,1.52,1.44,47,2018_21
28642299,Bemelmans v De Minaur,2018-03-20,15:00:00,10109527,Alex De Minaur,2831873,Ruben Bemelmans,Ruben Bemelmans,2831873,FALSE,2.5,2.44,2.44,2.94,3.3,24,2018_22
28640998,C Zhao v Sorribes Tormo,2018-03-19,15:00:00,7550871,Carol Zhao,6356637,Sara Sorribes Tormo,Carol Zhao,7550871,TRUE,2.4,2.26,2.24,2.74,2.74,36,2018_23
28640998,C Zhao v Sorribes Tormo,2018-03-19,15:00:00,7550871,Carol Zhao,6356637,Sara Sorribes Tormo,Sara Sorribes Tormo,6356637,FALSE,1.72,1.7,1.7,1.56,1.57,63,2018_24
28643514,L Glasspool v M Redlicki,2018-03-20,21:30:00,9624039,L Glasspool,9637309,M Redlicki,M Redlicki,9637309,FALSE,3.6,2.22,2.22,2.22,2.28,7,2018_25
28643514,L Glasspool v M Redlicki,2018-03-20,21:30:00,9624039,L Glasspool,9637309,M Redlicki,L Glasspool,9624039,TRUE,1.82,1.81,1.81,1.81,1.79,4,2018_26
