event_id,event_name,date,time_utc,runnerid1,runnername1,runnerid2,runnername2,runner,runner_id,is_runner1,opening_odds,odds_25pct,odds_50pct,odds_75pct,closing_odds,num_updates,record_id
28157208,Te v Du Lee,2017-03-19,2:00:00,8505197,Duckhee Lee,8639790,Rigele Te,Duckhee Lee,8505197,TRUE,1.15,1.13,1.11,1.13,1.15,12,2017_1
28157208,Te v Du Lee,2017-03-19,2:00:00,8505197,Duckhee Lee,8639790,Rigele Te,Rigele Te,8639790,FALSE,7.8,8.8,8.8,7.6,7.6,2,2017_2
28157208,Te v Du Lee,2017-03-20,2:00:00,8505197,Duckhee Lee,8639790,Rigele Te,Duckhee Lee,8505197,TRUE,1.14,,,,1.14,0,2017_3
28157208,Te v Du Lee,2017-03-20,2:00:00,8505197,Duckhee Lee,8639790,Rigele Te,Rigele Te,8639790,FALSE,8,,,,8,0,2017_4
28158276,Ivashka/Napolitano v Marcan/Weissborn,2017-03-20,2:00:00,12724602,Ivashka/Napolitano,10408399,Marcan/Weissborn,Ivashka/Napolitano,12724602,TRUE,1.04,,,,1.04,0,2017_5
28158276,Ivashka/Napolitano v Marcan/Weissborn,2017-03-20,2:00:00,12724602,Ivashka/Napolitano,10408399,Marcan/Weissborn,Marcan/Weissborn,10408399,FALSE,30,,,,30,0,2017_6
28159162,Basilashvili v D King,2017-03-20,14:00:00,8413749,Darian King,8257807,Nikoloz Basilashvili,Nikoloz Basilashvili,8257807,FALSE,1.55,1.74,1.74,1.74,1.73,2,2017_7
28159162,Basilashvili v D King,2017-03-20,14:00:00,8413749,Darian King,8257807,Nikoloz Basilashvili,Darian King,8413749,TRUE,2.26,,,,2.26,0,2017_8
28159197,Halys v Gombos,2017-03-20,19:15:00,8173023,Norbert Gombos,7287690,Quentin Halys,Norbert Gombos,8173023,TRUE,1.7,1.74,1.73,1.74,1.79,32,2017_9
28159197,Halys v Gombos,2017-03-20,19:15:00,8173023,Norbert Gombos,7287690,Quentin Halys,Quentin Halys,7287690,FALSE,2.34,2.32,2.32,2.32,2.28,13,2017_10
28159152,Zemlja v Lajovic,2017-03-20,18:00:00,4688724,Dusan Lajovic,3509269,Grega Zemlja,Dusan Lajovic,4688724,TRUE,1.42,1.36,1.36,1.3,1.3,24,2017_11
28159152,Zemlja v Lajovic,2017-03-20,18:00:00,4688724,Dusan Lajovic,3509269,Grega Zemlja,Grega Zemlja,3509269,FALSE,3.4,3.9,3.75,4.4,4.3,9,2017_12
28157182,Nedovyesov v Xia,2017-03-19,2:00:00,8188266,Aleksandr Nedovyesov,8812611,Zihao Xia,Aleksandr Nedovyesov,8188266,TRUE,1.14,1.23,1.2,1.22,1.17,14,2017_13
28157182,Nedovyesov v Xia,2017-03-19,2:00:00,8188266,Aleksandr Nedovyesov,8812611,Zihao Xia,Zihao Xia,8812611,FALSE,7.4,5.6,5.6,5.6,5.6,1,2017_14
28157182,Nedovyesov v Xia,2017-03-20,2:00:00,8188266,Aleksandr Nedovyesov,8812611,Zihao Xia,Aleksandr Nedovyesov,8188266,TRUE,1.14,,,,1.14,0,2017_15
28157182,Nedovyesov v Xia,2017-03-20,2:00:00,8188266,Aleksandr Nedovyesov,8812611,Zihao Xia,Zihao Xia,8812611,FALSE,8,,,,8,0,2017_16
28159212,Kukushkin v Gojowczyk,2017-03-20,22:00:00,2609424,Mikhail Kukushkin,4691416,Peter Gojowczyk,Peter Gojowczyk,4691416,FALSE,1.67,,,,1.67,0,2017_17
28159212,Kukushkin v Gojowczyk,2017-03-20,22:00:00,2609424,Mikhail Kukushkin,4691416,Peter Gojowczyk,Mikhail Kukushkin,2609424,TRUE,2.3,,,,2.3,0,2017_18
28159212,Kukushkin v Gojowczyk,2017-03-20,21:47:00,2609424,Mikhail Kukushkin,4691416,Peter Gojowczyk,Mikhail Kukushkin,2609424,TRUE,2.26,2.34,2.46,2.38,2.34,20,2017_19
28159212,Kukushkin v Gojowczyk,2017-03-20,21:47:00,2609424,Mikhail Kukushkin,4691416,Peter Gojowczyk,Peter Gojowczyk,4691416,FALSE,1.8,1.74,1.68,1.72,1.73,40,2017_20
28158933,Brengle v Vickery,2017-03-20,15:00:00,2263603,Madison Brengle,6596286,Sachia Vickery,Madison Brengle,2263603,TRUE,1.36,1.4,1.38,1.37,1.36,17,2017_21
28158933,Brengle v Vickery,2017-03-20,15:00:00,2263603,Madison Brengle,6596286,Sachia Vickery,Sachia Vickery,6596286,FALSE,3.3,3.35,3.35,3.8,3.85,8,2017_22
28159283,Sa Gonzalez v E Gomez,2017-03-20,16:00:00,4994250,Emilio Gomez,2319179,Santiago Gonzalez,Emilio Gomez,4994250,TRUE,1.46,1.49,1.49,1.49,1.49,1,2017_23
28159283,Sa Gonzalez v E Gomez,2017-03-20,16:00:00,4994250,Emilio Gomez,2319179,Santiago Gonzalez,Santiago Gonzalez,2319179,FALSE,3.05,,,,3.05,0,2017_24
28159421,Glasspool v Nevolo,2017-03-20,19:30:00,8258597,Dennis Nevolo,8596406,Lloyd Glasspool,Lloyd Glasspool,8596406,FALSE,1.59,1.57,1.57,1.65,1.65,2,2017_25
28159421,Glasspool v Nevolo,2017-03-20,19:30:00,8258597,Dennis Nevolo,8596406,Lloyd Glasspool,Dennis Nevolo,8258597,TRUE,2.7,2.54,2.54,2.54,2.54,1,2017_26
28159426,Velotti v Sekiguchi,2017-03-20,1:56:00,4873352,Agustin Velotti,7689554,Shuichi Sekiguchi,Agustin Velotti,4873352,TRUE,1.04,,,,1.04,0,2017_27
28159426,Velotti v Sekiguchi,2017-03-20,1:56:00,4873352,Agustin Velotti,7689554,Shuichi Sekiguchi,Shuichi Sekiguchi,7689554,FALSE,1.04,,,,1.04,0,2017_28
28158958,U Radwanska v Duque-MariÑo,2017-03-20,15:00:00,9138301,Mariana Duque-MariÑo,2395156,Urszula Radwanska,Urszula Radwanska,2395156,FALSE,3.95,,,,3.95,0,2017_29
28158958,U Radwanska v Duque-MariÑo,2017-03-20,14:00:00,9138301,Mariana Duque-MariÑo,2395156,Urszula Radwanska,Mariana Duque-MariÑo,9138301,TRUE,1.4,1.42,1.39,1.37,1.33,24,2017_30
28158958,U Radwanska v Duque-MariÑo,2017-03-20,14:00:00,9138301,Mariana Duque-MariÑo,2395156,Urszula Radwanska,Urszula Radwanska,2395156,FALSE,3.6,3.45,3.35,3.65,4,9,2017_31
28158993,A Bogdan v Maria,2017-03-20,15:00:00,3875013,Ana Bogdan,7299657,Tatjana Maria,Tatjana Maria,7299657,FALSE,1.6,1.61,1.66,1.66,1.7,11,2017_32
28158993,A Bogdan v Maria,2017-03-20,15:00:00,3875013,Ana Bogdan,7299657,Tatjana Maria,Ana Bogdan,3875013,TRUE,2.48,2.62,2.52,2.54,2.44,11,2017_33
28159222,Kicker v Whittington,2017-03-20,18:00:00,8172414,Andrew Whittington,8326744,Nicolas Kicker,Andrew Whittington,8172414,TRUE,1.66,1.63,1.63,1.63,1.63,1,2017_34
28159222,Kicker v Whittington,2017-03-20,17:47:00,8172414,Andrew Whittington,8326744,Nicolas Kicker,Andrew Whittington,8172414,TRUE,1.63,1.68,1.65,1.64,1.65,31,2017_35
28159222,Kicker v Whittington,2017-03-20,17:47:00,8172414,Andrew Whittington,8326744,Nicolas Kicker,Nicolas Kicker,8326744,FALSE,2.58,2.48,2.54,2.52,2.46,33,2017_36
28157177,Zhang v S Diez,2017-03-19,2:00:00,4903593,Steven Diez,9628959,Zhizhen Zhang,Steven Diez,4903593,TRUE,1.31,1.26,1.26,1.26,1.3,16,2017_37
28157177,Zhang v S Diez,2017-03-19,2:00:00,4903593,Steven Diez,9628959,Zhizhen Zhang,Zhizhen Zhang,9628959,FALSE,4.3,4.8,4.8,4.8,4.2,8,2017_38
28158903,Khromacheva v Cepede Royg,2017-03-20,18:00:00,6092292,Irina Khromacheva,6400531,Veronica Cepede Royg,Irina Khromacheva,6092292,TRUE,1.51,1.54,1.54,1.54,1.57,15,2017_39
28158903,Khromacheva v Cepede Royg,2017-03-20,18:00:00,6092292,Irina Khromacheva,6400531,Veronica Cepede Royg,Veronica Cepede Royg,6400531,FALSE,2.88,2.46,2.46,2.66,2.74,11,2017_40
28158968,Nara v Min,2017-03-20,20:00:00,6280340,Grace Min,3375664,Kurumi Nara,Grace Min,6280340,TRUE,2.68,2.4,2.4,2.4,2.52,5,2017_41
28158968,Nara v Min,2017-03-20,20:00:00,6280340,Grace Min,3375664,Kurumi Nara,Kurumi Nara,3375664,FALSE,1.6,1.65,1.65,1.65,1.65,6,2017_42
28159247,Kudla v Escobedo,2017-03-20,14:00:00,4829260,Denis Kudla,8700174,Ernesto Escobedo,Denis Kudla,4829260,TRUE,1.93,1.95,2.04,2.12,2.08,37,2017_43
28159247,Kudla v Escobedo,2017-03-20,14:00:00,4829260,Denis Kudla,8700174,Ernesto Escobedo,Ernesto Escobedo,8700174,FALSE,1.79,1.94,1.94,1.87,1.91,50,2017_44
28158943,Krunic v Tig,2017-03-20,15:00:00,5300820,Aleksandra Krunic,8679189,Patricia Maria Tig,Aleksandra Krunic,5300820,TRUE,2,2.26,2.26,2.26,2.26,1,2017_45
28158943,Krunic v Tig,2017-03-20,15:00:00,5300820,Aleksandra Krunic,8679189,Patricia Maria Tig,Patricia Maria Tig,8679189,FALSE,1.85,1.81,1.81,1.81,1.81,3,2017_46
28158943,Krunic v Tig,2017-03-20,22:00:00,5300820,Aleksandra Krunic,8679189,Patricia Maria Tig,Aleksandra Krunic,5300820,TRUE,1.85,2.02,2.02,2.1,2.26,40,2017_47
28158943,Krunic v Tig,2017-03-20,22:00:00,5300820,Aleksandra Krunic,8679189,Patricia Maria Tig,Patricia Maria Tig,8679189,FALSE,1.87,1.98,1.86,1.91,1.79,37,2017_48
28158988,Fett v Boserup,2017-03-20,20:00:00,9087351,Jana Fett,3738415,Julia Boserup,Julia Boserup,3738415,FALSE,1.65,1.86,1.86,1.94,2.02,22,2017_49
28158988,Fett v Boserup,2017-03-20,20:00:00,9087351,Jana Fett,3738415,Julia Boserup,Jana Fett,9087351,TRUE,2.22,2.16,2.16,2,2,40,2017_50
28159434,De Minaur v Ramanathan,2017-03-20,19:20:00,10109527,Alex De Minaur,8173038,Ramkumar Ramanathan,Alex De Minaur,10109527,TRUE,1.6,1.62,1.61,1.61,1.6,3,2017_51
28159434,De Minaur v Ramanathan,2017-03-20,19:20:00,10109527,Alex De Minaur,8173038,Ramkumar Ramanathan,Ramkumar Ramanathan,8173038,FALSE,2.66,2.62,2.62,2.66,2.68,3,2017_52
28159262,Gaio v Al Bedene,2017-03-20,22:00:00,5706996,Aljaz Bedene,8284479,Federico Gaio,Federico Gaio,8284479,FALSE,3.65,,,,3.65,0,2017_53
28159262,Gaio v Al Bedene,2017-03-20,21:44:00,5706996,Aljaz Bedene,8284479,Federico Gaio,Aljaz Bedene,5706996,TRUE,1.38,1.39,1.36,1.36,1.34,31,2017_54
28159262,Gaio v Al Bedene,2017-03-20,21:44:00,5706996,Aljaz Bedene,8284479,Federico Gaio,Federico Gaio,8284479,FALSE,3.65,3.7,3.8,3.95,3.75,34,2017_55
